the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.277       0.00        0.04           0.362       0.263       0.556     
2          2               24                1000      0.280       0.01        0.09           0.520       0.266       0.548     
4          4               48                1000      0.280       0.01        0.17           0.394       0.267       0.525     
8          8               96                1000      0.283       0.03        0.34           0.328       0.272       0.706     
16         16              192               1000      0.291       0.05        0.66           0.509       0.278       0.572     
32         32              384               1000      0.306       0.10        1.26           0.563       0.294       0.567     
64         64              768               1000      0.338       0.19        2.27           0.539       0.324       0.618     
128        128             1536              1000      0.409       0.31        3.76           0.453       0.397       0.656     
256        256             3072              1000      0.556       0.46        5.52           0.725       0.543       0.813     
512        512             6144              1000      0.879       0.58        6.99           8.480       0.856       1.101     
1024       1024            12288             1000      1.458       0.70        8.43           1.777       1.437       1.703     
2048       2048            24576             1000      2.624       0.78        9.37           2.970       2.605       2.864     
4096       4096            49152             1000      5.146       0.80        9.55           11.288      4.933       5.204     
8192       8192            98304             1000      10.145      0.81        9.69           16.516      9.717       11.162    
16384      16384           196608            1000      19.612      0.84        10.03          27.036      19.075      21.699    
32768      32768           393216            1000      37.720      0.87        10.42          47.761      37.554      37.907    
65536      65536           786432            1000      75.073      0.87        10.48          85.778      74.837      75.802    
131072     131072          1572864           1000      149.575     0.88        10.52          157.792     149.304     150.605   
262144     262144          3145728           1000      298.876     0.88        10.53          308.633     298.375     299.373   
524288     524288          6291456           1000      598.527     0.88        10.51          609.290     596.911     598.702   
1048576    1048576         12582912          1000      1194.843    0.88        10.53          1211.307    1192.998    1193.902  

