the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.100       0.01        0.16           0.141       0.089       0.249     
2          2               32                1000      0.104       0.02        0.31           0.129       0.102       0.237     
4          4               64                1000      0.111       0.04        0.57           0.173       0.110       0.139     
8          8               128               1000      0.133       0.06        0.96           0.386       0.130       0.182     
16         16              256               1000      0.172       0.09        1.49           0.436       0.166       0.182     
32         32              512               1000      0.254       0.13        2.02           0.332       0.244       0.310     
64         64              1024              1000      0.481       0.13        2.13           0.538       0.460       0.537     
128        128             2048              1000      0.724       0.18        2.83           1.070       0.696       0.908     
256        256             4096              1000      1.337       0.19        3.06           7.074       1.294       1.349     
512        512             8192              1000      2.717       0.19        3.02           3.958       2.540       2.656     
1024       1024            16384             1000      5.099       0.20        3.21           7.736       4.967       5.045     
2048       2048            32768             1000      10.254      0.20        3.20           15.203      9.985       9.994     
4096       4096            65536             1000      21.479      0.19        3.05           26.896      19.651      19.792    
8192       8192            131072            1000      41.592      0.20        3.15           50.481      38.309      42.569    
16384      16384           262144            1000      81.227      0.20        3.23           120.129     76.631      77.948    
32768      32768           524288            1000      160.703     0.20        3.26           240.573     150.643     165.302   
65536      65536           1048576           1000      322.436     0.20        3.25           449.928     303.140     313.417   
131072     131072          2097152           1000      775.602     0.17        2.70           887.100     615.228     643.213   
262144     262144          4194304           1000      1379.443    0.19        3.04           1973.123    1226.903    1257.781  
524288     524288          8388608           1000      3010.945    0.17        2.79           3919.165    2478.585    2591.196  
1048576    1048576         16777216          1000      6243.869    0.17        2.69           7665.591    5029.665    5286.122  

