the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.135       0.01        0.09           0.300       0.040       0.600     
2          2               24                1000      0.124       0.02        0.19           0.500       0.040       0.460     
4          4               48                1000      0.124       0.03        0.39           0.300       0.040       0.340     
8          8               96                1000      0.120       0.07        0.80           0.620       0.060       0.180     
16         16              192               1000      0.095       0.17        2.02           0.320       0.040       0.240     
32         32              384               1000      0.103       0.31        3.73           0.380       0.080       0.520     
64         64              768               1000      0.115       0.56        6.70           0.480       0.060       0.420     
128        128             1536              1000      0.140       0.91        10.94          0.280       0.120       0.720     
256        256             3072              1000      0.205       1.25        14.98          0.380       0.160       0.620     
512        512             6144              1000      0.301       1.70        20.44          0.520       0.260       0.880     
1024       1024            12288             1000      0.552       1.86        22.27          0.980       0.480       1.740     
2048       2048            24576             1000      1.467       1.40        16.75          2.420       1.240       3.360     
4096       4096            49152             1000      2.559       1.60        19.21          9.320       2.460       5.860     
8192       8192            98304             1000      5.155       1.59        19.07          82.340      4.920       11.860    
16384      16384           196608            1000      11.222      1.46        17.52          81.680      10.660      36.840    
32768      32768           393216            1000      22.864      1.43        17.20          115.040     20.680      71.460    
65536      65536           786432            1000      106.279     0.62        7.40           183.160     92.380      156.460   
131072     131072          1572864           1000      264.838     0.49        5.94           308.200     250.340     277.640   
262144     262144          3145728           1000      575.488     0.46        5.47           642.920     558.640     538.040   
524288     524288          6291456           1000      1033.554    0.51        6.09           1198.440    1011.740    1142.340  
1048576    1048576         12582912          1000      2494.637    0.42        5.04           2881.080    2426.500    2391.040  

