the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.075       0.03        0.21           0.082       0.075       0.399     
2          4               32                1000      0.078       0.05        0.41           0.118       0.077       0.332     
4          8               64                1000      0.076       0.10        0.84           0.127       0.076       0.190     
8          16              128               1000      0.079       0.20        1.62           0.092       0.078       0.150     
16         32              256               1000      0.085       0.38        3.01           0.101       0.083       0.137     
32         64              512               1000      0.096       0.67        5.36           0.101       0.093       0.129     
64         128             1024              1000      0.119       1.08        8.61           0.126       0.116       0.314     
128        256             2048              1000      0.164       1.56        12.45          0.327       0.161       0.192     
256        512             4096              1000      0.253       2.02        16.16          0.300       0.250       0.466     
512        1024            8192              1000      0.433       2.36        18.91          0.560       0.425       0.509     
1024       2048            16384             1000      0.800       2.56        20.47          7.641       0.782       1.298     
2048       4096            32768             1000      1.524       2.69        21.50          2.256       1.498       2.000     
4096       8192            65536             1000      3.074       2.67        21.32          3.650       2.946       4.222     
8192       16384           131072            1000      6.477       2.53        20.24          7.108       5.939       8.383     
16384      32768           262144            1000      15.748      2.08        16.65          25.199      14.574      18.146    
32768      65536           524288            1000      36.211      1.81        14.48          45.561      35.324      35.788    
65536      131072          1048576           1000      76.826      1.71        13.65          84.451      75.841      77.114    
131072     262144          2097152           1000      158.013     1.66        13.27          169.615     156.459     158.112   
262144     524288          4194304           1000      324.459     1.62        12.93          350.012     321.676     325.467   
524288     1048576         8388608           1000      495.718     2.12        16.92          537.255     487.108     543.646   
1048576    2097152         16777216          1000      1145.828    1.83        14.64          1158.706    1136.608    1148.116  

