the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.096       0.01        0.17           0.400       0.040       0.300     
2          2               32                1000      0.110       0.02        0.29           0.500       0.060       0.440     
4          4               64                1000      0.116       0.03        0.55           0.320       0.060       0.080     
8          8               128               1000      0.118       0.07        1.09           0.620       0.100       0.680     
16         16              256               1000      0.119       0.13        2.15           0.280       0.100       0.220     
32         32              512               1000      0.132       0.24        3.88           0.280       0.100       0.240     
64         64              1024              1000      0.197       0.33        5.21           0.500       0.140       0.820     
128        128             2048              1000      0.223       0.57        9.18           0.340       0.180       0.740     
256        256             4096              1000      0.363       0.71        11.30          0.420       0.320       0.680     
512        512             8192              1000      0.630       0.81        13.01          0.900       0.600       1.280     
1024       1024            16384             1000      1.189       0.86        13.78          1.940       1.140       2.500     
2048       2048            32768             1000      2.289       0.89        14.32          3.380       2.260       5.440     
4096       4096            65536             1000      4.548       0.90        14.41          93.980      4.360       10.360    
8192       8192            131072            1000      8.676       0.94        15.11          16.060      8.600       21.480    
16384      16384           262144            1000      17.227      0.95        15.22          53.580      17.040      35.760    
32768      32768           524288            1000      34.943      0.94        15.00          103.520     33.940      76.240    
65536      65536           1048576           1000      156.848     0.42        6.69           177.660     126.040     134.300   
131072     131072          2097152           1000      270.175     0.49        7.76           292.060     264.220     266.580   
262144     262144          4194304           1000      482.256     0.54        8.70           530.660     475.500     469.640   
524288     524288          8388608           1000      1212.295    0.43        6.92           1304.600    1195.700    1202.600  
1048576    1048576         16777216          1000      2353.204    0.45        7.13           2533.420    2328.260    2368.260  

