the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.082       0.01        0.10           0.168       0.072       0.128     
2          2               16                1000      0.083       0.02        0.19           0.118       0.077       0.295     
4          4               32                1000      0.085       0.05        0.38           0.119       0.076       0.124     
8          8               64                1000      0.086       0.09        0.75           0.121       0.076       0.126     
16         16              128               1000      0.087       0.18        1.47           0.093       0.079       0.127     
32         32              256               1000      0.089       0.36        2.89           0.119       0.078       0.192     
64         64              512               1000      0.093       0.68        5.48           0.126       0.085       0.332     
128        128             1024              1000      0.101       1.27        10.13          0.143       0.093       0.172     
256        256             2048              1000      0.116       2.21        17.69          0.151       0.108       0.376     
512        512             4096              1000      0.147       3.48        27.81          0.217       0.139       0.484     
1024       1024            8192              1000      0.211       4.85        38.78          0.257       0.201       0.360     
2048       2048            16384             1000      0.347       5.90        47.16          0.538       0.328       0.603     
4096       4096            32768             1000      0.684       5.99        47.89          0.766       0.644       1.250     
8192       8192            65536             1000      1.204       6.80        54.43          1.722       1.144       1.863     
16384      16384           131072            1000      2.303       7.11        56.91          6.087       2.203       3.295     
32768      32768           262144            1000      5.455       6.01        48.06          6.151       5.025       5.901     
65536      65536           524288            1000      10.704      6.12        48.98          11.808      10.226      13.682    
131072     131072          1048576           1000      21.560      6.08        48.64          25.334      20.602      26.774    
262144     262144          2097152           1000      41.931      6.25        50.01          53.916      41.200      51.190    
524288     524288          4194304           1000      120.746     4.34        34.74          130.371     101.291     132.668   
1048576    1048576         8388608           1000      281.967     3.72        29.75          312.071     265.789     277.079   

