the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.105       0.03        0.08           0.292       0.100       0.559     
2          6               16                1000      0.108       0.06        0.15           0.319       0.105       0.297     
4          12              32                1000      0.105       0.11        0.30           0.460       0.103       0.138     
8          24              64                1000      0.109       0.22        0.59           0.315       0.105       0.320     
16         48              128               1000      0.114       0.42        1.13           0.382       0.108       0.122     
32         96              256               1000      0.124       0.77        2.07           0.298       0.117       0.676     
64         192             512               1000      0.145       1.32        3.53           0.451       0.138       0.203     
128        384             1024              1000      0.188       2.05        5.46           0.584       0.182       0.229     
256        768             2048              1000      0.277       2.77        7.39           0.601       0.270       0.318     
512        1536            4096              1000      0.452       3.40        9.06           0.783       0.445       0.468     
1024       3072            8192              1000      0.798       3.85        10.27          1.233       0.791       0.990     
2048       6144            16384             1000      1.510       4.07        10.85          1.796       1.504       1.678     
4096       12288           32768             1000      2.918       4.21        11.23          11.794      2.901       3.131     
8192       24576           65536             1000      5.710       4.30        11.48          5.943       5.702       5.934     
16384      49152           131072            1000      11.339      4.33        11.56          18.387      11.287      11.430    
32768      98304           262144            1000      22.668      4.34        11.56          28.931      22.474      22.928    
65536      196608          524288            1000      45.054      4.36        11.64          71.723      44.836      45.755    
131072     393216          1048576           1000      89.858      4.38        11.67          121.373     89.539      91.805    
262144     786432          2097152           1000      179.374     4.38        11.69          209.370     178.921     183.668   
524288     1572864         4194304           1000      359.271     4.38        11.67          427.787     357.756     374.434   
1048576    3145728         8388608           1000      766.119     4.11        10.95          823.274     762.866     769.735   

