the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.075       0.01        0.05           0.107       0.075       0.415     
2          2               8                 1000      0.076       0.03        0.11           0.107       0.075       0.260     
4          4               16                1000      0.080       0.05        0.20           0.109       0.076       0.347     
8          8               32                1000      0.080       0.10        0.40           0.111       0.077       0.432     
16         16              64                1000      0.077       0.21        0.84           0.101       0.076       0.141     
32         32              128               1000      0.078       0.41        1.64           0.312       0.077       0.216     
64         64              256               1000      0.077       0.83        3.30           0.124       0.076       0.438     
128        128             512               1000      0.084       1.52        6.09           0.108       0.084       0.132     
256        256             1024              1000      0.099       2.59        10.35          0.133       0.098       0.214     
512        512             2048              1000      0.128       4.00        16.00          0.190       0.127       0.656     
1024       1024            4096              1000      0.187       5.49        21.96          0.285       0.186       0.383     
2048       2048            8192              1000      0.303       6.76        27.03          0.337       0.302       0.816     
4096       4096            16384             1000      0.536       7.64        30.57          0.782       0.534       0.917     
8192       8192            32768             1000      1.032       7.94        31.76          1.302       1.017       1.535     
16384      16384           65536             1000      1.959       8.36        33.46          2.005       1.935       2.534     
32768      32768           131072            1000      3.828       8.56        34.24          4.141       3.804       4.375     
65536      65536           262144            1000      7.733       8.48        33.90          7.983       7.630       7.901     
131072     131072          524288            1000      15.176      8.64        34.55          21.244      15.024      43.327    
262144     262144          1048576           1000      30.276      8.66        34.63          55.694      30.123      30.553    
524288     524288          2097152           1000      60.056      8.73        34.92          69.717      59.842      60.564    
1048576    1048576         4194304           1000      119.774     8.75        35.02          126.509     119.471     133.820   

