the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.150       0.01        0.08           0.300       0.100       0.180     
2          2               24                1000      0.167       0.01        0.14           0.360       0.120       0.360     
4          4               48                1000      0.222       0.02        0.22           0.400       0.120       0.220     
8          8               96                1000      0.236       0.03        0.41           0.420       0.160       0.680     
16         16              192               1000      0.325       0.05        0.59           0.480       0.240       0.320     
32         32              384               1000      0.486       0.07        0.79           0.720       0.380       0.640     
64         64              768               1000      0.804       0.08        0.96           1.080       0.720       0.800     
128        128             1536              1000      1.352       0.09        1.14           1.680       1.280       2.000     
256        256             3072              1000      2.672       0.10        1.15           125.820     2.380       3.000     
512        512             6144              1000      5.040       0.10        1.22           52.240      4.800       5.740     
1024       1024            12288             1000      9.509       0.11        1.29           18.400      9.240       10.040    
2048       2048            24576             1000      19.408      0.11        1.27           49.400      19.000      20.000    
4096       4096            49152             1000      38.513      0.11        1.28           65.260      38.160      46.200    
8192       8192            98304             1000      76.981      0.11        1.28           99.580      75.980      82.300    
16384      16384           196608            1000      153.270     0.11        1.28           198.560     151.800     166.020   
32768      32768           393216            1000      333.611     0.10        1.18           453.840     301.260     345.960   
65536      65536           786432            1000      816.802     0.08        0.96           1034.180    759.200     727.140   
131072     131072          1572864           1000      1484.294    0.09        1.06           1529.320    1457.340    1472.940  
262144     262144          3145728           1000      5424.903    0.05        0.58           5890.500    3786.500    5594.000  
524288     524288          6291456           1000      11121.052   0.05        0.57           11746.600   8894.060    11439.380 
1048576    1048576         12582912          1000      12113.594   0.09        1.04           12386.620   12072.240   12119.300 

