the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.476       0.00        0.03           0.640       0.440       0.640     
2          2               24                1000      0.480       0.00        0.05           0.880       0.440       1.160     
4          4               48                1000      0.499       0.01        0.10           9.840       0.420       1.040     
8          8               96                1000      0.516       0.02        0.19           8.080       0.440       0.960     
16         16              192               1000      0.503       0.03        0.38           0.700       0.460       1.180     
32         32              384               1000      0.543       0.06        0.71           0.820       0.480       1.260     
64         64              768               1000      0.601       0.11        1.28           0.780       0.540       1.000     
128        128             1536              1000      0.696       0.18        2.21           0.980       0.660       1.140     
256        256             3072              1000      0.922       0.28        3.33           1.240       0.880       1.680     
512        512             6144              1000      1.358       0.38        4.53           1.780       1.320       2.060     
1024       1024            12288             1000      2.215       0.46        5.55           3.080       2.180       2.940     
2048       2048            24576             1000      3.963       0.52        6.20           12.920      3.900       4.720     
4096       4096            49152             1000      7.821       0.52        6.28           15.820      7.380       9.340     
8192       8192            98304             1000      14.774      0.55        6.65           23.520      14.560      20.460    
16384      16384           196608            1000      28.582      0.57        6.88           37.680      28.140      42.300    
32768      32768           393216            1000      55.979      0.59        7.02           73.560      55.440      86.040    
65536      65536           786432            1000      146.830     0.45        5.36           173.060     141.260     154.720   
131072     131072          1572864           1000      347.943     0.38        4.52           370.460     334.500     333.480   
262144     262144          3145728           1000      601.910     0.44        5.23           762.520     584.560     608.160   
524288     524288          6291456           1000      1113.684    0.47        5.65           1228.100    1098.700    1103.840  
1048576    1048576         12582912          1000      1916.353    0.55        6.57           2010.900    1902.260    1907.860  

