the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.521       0.00        0.03           1.100       0.480       0.800     
2          4               32                1000      0.532       0.01        0.06           0.720       0.500       1.440     
4          8               64                1000      0.520       0.02        0.12           0.920       0.500       1.980     
8          16              128               1000      0.531       0.03        0.24           0.760       0.500       1.200     
16         32              256               1000      0.606       0.05        0.42           0.780       0.580       1.280     
32         64              512               1000      0.775       0.08        0.66           8.880       0.740       1.560     
64         128             1024              1000      1.049       0.12        0.98           1.340       1.020       1.700     
128        256             2048              1000      1.607       0.16        1.27           8.400       1.560       2.120     
256        512             4096              1000      2.701       0.19        1.52           9.600       2.640       3.320     
512        1024            8192              1000      4.890       0.21        1.68           12.000      4.840       5.820     
1024       2048            16384             1000      9.273       0.22        1.77           9.900       9.240       10.040    
2048       4096            32768             1000      18.016      0.23        1.82           28.960      17.920      19.140    
4096       8192            65536             1000      35.477      0.23        1.85           42.920      35.360      36.280    
8192       16384           131072            1000      70.371      0.23        1.86           83.160      70.160      71.460    
16384      32768           262144            1000      140.105     0.23        1.87           154.080     139.800     141.280   
32768      65536           524288            1000      279.637     0.23        1.87           289.040     279.060     288.400   
65536      131072          1048576           1000      565.015     0.23        1.86           579.420     561.220     568.500   
131072     262144          2097152           1000      1123.136    0.23        1.87           1139.060    1117.160    1136.660  
262144     524288          4194304           1000      2285.201    0.23        1.84           2305.320    2255.620    2309.960  
524288     1048576         8388608           1000      4615.625    0.23        1.82           4630.440    4557.120    4611.980  
1048576    2097152         16777216          1000      9242.924    0.23        1.82           9256.660    9191.860    9253.440  

